链接,等级,亮点,出售剩余时间,公示期截止时间,门派,综合实力,人物评分,召唤灵评分,装备评分,历史门派,历史角色,昵称,造型,仙玉数,总金币数,月饼粽子食用量,气血上限,物理伤害,法术伤害,速度,物理防御,法术防御,治疗强度,魔法上限,物理暴击,法术暴击,物理抗暴,法术抗暴,封印命中,抵抗封印,物理暴击伤害,法术暴击伤害,物理抵抗,法术抵抗,气血恢复效果,当前加点方案,永久助战,成就点数,称谓
"https://my.cbg.163.com/cgi/mweb/equip/585/202311201201716-585-DGSL1KXY2T0V?view_loc=search_cond%7Ctag_key%3A%7B%22is_from_ad_reco%22%3A%200,%20%22tag%22%3A%20%22user%22%7D&reco_request_id=17009259909923tM1u&tag=user",69,8红神宠,,2023-11-26 12:32,月宫,30717,17095,13622,6796,月宫，狮驼岭,龙太子，巨魔王,小龙王爷,龙太子,"6","16,773",30,3025,1791,396,721,952,793,154,1842,0%,0%,0%,0%,1387,1380,0,0,0,0,13,体质：69魔力：70力量：442耐力：69敏捷：70,孙悟空（⭐ ⭐ ⭐ ）、唐僧（⭐ ）、法明长老（⭐ ）、酒肉和尚（⭐ ）、红孩儿（⭐ ）、李天王（⭐ ）、阎罗王（天地）、观音菩萨（天地）、猪八戒（天地）、北海龙子（天地）、九灵元圣（天地）、菩提老祖（天地）、汤圆（天地）、青莲仙女（天地）、惠岸行者（天地）、太白金星（天地）、地藏菩萨（天地）、飞霞（天地）、杨戬（天地）、大鹏王（天地）、西海龙王（天）、北海龙女（天）、百花羞（天）、星宿神君,812,剑会群雄·崇拜、梦幻迷城·新秀三级、地煞·御风神行、竞技场·千战、剑会群雄·百胜、竞技场·百胜、剑会群雄·嗜血、剑会群雄·救死扶伤、考古者·古迹烟尘、竞技场·嗜血、剑会群雄·精英一级、六韬三略、明日之星、剑会群雄·助人为乐、精灵小助手·窥径
"https://my.cbg.163.com/cgi/mweb/equip/108/202311201201716-108-QKLBYQSWMAVG?view_loc=search_cond%7Ctag_key%3A%7B%22is_from_ad_reco%22%3A%200,%20%22tag%22%3A%20%22user%22%7D&reco_request_id=17009259909923tM1u&tag=user",69,神兽x18红神宠,,2023-11-26 12:28,花果山,33868,17676,16192,7894,大唐官府，方寸山，月宫，花果山,剑侠客，羽灵神,诛神の黄昏,龙太子,"0","6,815",11,3875,1784,427,671,682,930,210,1683,0%,0%,0%,0%,19,1380,19,36,0,0,21,体质：71魔力：69力量：423耐力：69敏捷：69,蝎子精（天地）、孙悟空（天地）、红孩儿（天地）、铁扇公主（天）、唐僧（天）、北海龙子（天）、西海龙王（天）、汤圆（天）、哪吒（天）、北海龙女（天）、百花羞（天）、牛魔王（天）、惠岸行者（天）、小白龙（天）、司药御侍（天）、李天王（天）、星宿神君,802,地煞·御风神行、剑会群雄·救死扶伤、竞技场·小试牛刀、竞技场·百战、剑会群雄·勇者一级、明日之星、剑会群雄·助人为乐、剑会群雄·钦佩、伏妖行者、梦幻迷城·新秀二级、剑会群雄·百胜、为人师表、剑会群雄·小试牛刀、六韬三略、竞技场·十胜、精灵小助手·窥径
"https://my.cbg.163.com/cgi/mweb/equip/22/202311201201716-22-I3ME91HELAZ6O?view_loc=search_cond%7Ctag_key%3A%7B%22is_from_ad_reco%22%3A%200,%20%22tag%22%3A%20%22user%22%7D&reco_request_id=17009259909923tM1u&tag=user",69,满级阵法x1,,2023-11-26 12:20,月宫,35661,21317,14344,8049,大唐官府，狮驼岭，月宫,剑侠客，杀破狼，龙太子，虎头怪，羽灵神，神天兵,月宁,龙太子,"2,025","0",54,3581,1905,445,725,938,909,177,1950,1%,0%,0%,0%,1380,1380,20,0,0,0,9,体质：69魔力：69力量：468耐力：69敏捷：69,北海龙子（⭐ ⭐ ⭐ ）、唐僧（⭐ ）、菩提老祖（⭐ ）、北海龙王（⭐ ）、酒肉和尚（⭐ ）、大鹏王（⭐ ）、阎罗王（天地）、青狮王（天地）、孙悟空（天地）、西海龙王（天地）、汤圆（天地）、法明长老（天地）、情丝娘子（天地）、孙婆婆（天地）、小白龙（天地）、老鼠精（天地）、红孩儿（天地）、李天王（天地）、猪八戒（天地）、铁扇公主（天地）、蝎子精（天地）、九灵元圣（天地）、牛魔王（天地）、惠岸行者（天地）、太白金星（天地）、白象王（天地）、万圣公主（天）、黄袍怪（天）、哪吒（天）、星宿神君（天）、白无常（天）、杨戬（天）、九头虫（天）、黑无常（天）、北海龙女（天）、沙和尚（天）、百花羞（天）、地藏菩萨（天）,1206,太阴清客、江湖小虾、渔家乐·在水一方、剑会群雄·勇者二级、剑会群雄·崇拜、六星地煞·移山覆海、剑会群雄·嗜血、竞技场·嗜血、渔家傲·愿者上钩、精灵小助手·窥径、竞技场·百胜、剑会群雄·救死扶伤、竞技场·百战、诲人不倦、剑会群雄·助人为乐、临江仙·逍遥渔父、梦幻迷城·新秀二级、竞技场·助人为乐、剑会群雄·百胜、定风波·河豚克星、八斗之才
"https://my.cbg.163.com/cgi/mweb/equip/47/202311201201716-47-7NJR593HXAK1A?view_loc=search_cond%7Ctag_key%3A%7B%22is_from_ad_reco%22%3A%200,%20%22tag%22%3A%20%22user%22%7D&reco_request_id=17009259909923tM1u&tag=user",69,逆满法宝x1满级阵法x1,,2023-11-26 12:12,花果山,28695,16680,12015,6594,大唐官府，月宫，狮驼岭,剑侠客，龙太子，虎头怪,°模仿、,龙太子,"0","119,508",48,3357,1866,390,744,612,855,120,1847,2%,0%,0%,0%,0,1380,0,0,0,0,0,体质：69魔力：69力量：462耐力：69敏捷：69,酒肉和尚（⭐ ）、李天王（⭐ ）、猪八戒（天地）、铁扇公主（天地）、孙悟空（天地）、青狮王（天地）、唐僧（天地）、九灵元圣（天地）、菩提老祖（天地）、汤圆（天地）、惠岸行者（天地）、地藏菩萨（天地）、白象王（天地）、大鹏王（天地）、九头虫（天）、黄袍怪（天）、西海龙王（天）、沙和尚（天）、百花羞（天）、小白龙（天）、飞霞（天）、星宿神君（天）、老鼠精（天）、红孩儿,726,江湖小虾、摸鱼儿·初涉垂钓、竞技场·小试牛刀、渔家乐·在水一方、剑会群雄·钦佩、地煞·履水吐焰、六韬三略、精灵小助手·窥径、竞技场·百胜、剑会群雄·勇者三级、剑会群雄·救死扶伤、竞技场·百战、剑会群雄·助人为乐、伏妖行者、梦幻迷城·新秀二级、剑会群雄·百胜、剑会群雄·小试牛刀
"https://my.cbg.163.com/cgi/mweb/equip/287/202311201001716-287-HXZXAXTLDUQX?view_loc=search_cond%7Ctag_key%3A%7B%22is_from_ad_reco%22%3A%200,%20%22tag%22%3A%20%22user%22%7D&reco_request_id=17009259909923tM1u&tag=user",69,9红神宠特技x1满阶门派法宝满级阵法x1,,2023-11-26 11:56,花果山,34944,19321,15623,7593,大唐官府，月宫，花果山，狮驼岭,剑侠客，龙太子，虎头怪,灯垂锦槛波,龙太子,"1","102,123",54,4015,1930,412,651,745,979,183,2028,1%,0%,0%,0%,0,1393,0,16,0,0,30,体质：72魔力：70力量：462耐力：70敏捷：70,红孩儿（⭐ ）、阎罗王（天地）、铁扇公主（天地）、猪八戒（天地）、孙悟空（天地）、北海龙子（天地）、唐僧（天地）、九灵元圣（天地）、菩提老祖（天地）、西海龙王（天地）、汤圆（天地）、金箍棒灵（天地）、牛魔王（天地）、惠岸行者（天地）、星宿神君（天地）、老鼠精（天地）、杨戬（天地）、李天王（天地）、大鹏王（天地）、蝎子精（天）、沙和尚（天）、北海龙王（天）、孙婆婆（天）、小白龙（天）、飞霞（天）、白无常（天）、白象王（天）、百花羞、司药御侍,963,剑会群雄·勇者三级、竞技场·百胜、剑会群雄·救死扶伤、考古者·古迹烟尘、武林高手、竞技场·百战、倚马七纸、剑会群雄·显赫、剑会群雄·助人为乐、竞技场·助人为乐、梦幻迷城·新秀二级、剑会群雄·百胜、剑会群雄·嗜血、竞技场·嗜血、八星地煞·承星载物、精灵小助手·窥径、福地戍卫
"https://my.cbg.163.com/cgi/mweb/equip/455/202311200901716-455-GQTEZERGLTHG?view_loc=search_cond%7Ctag_key%3A%7B%22is_from_ad_reco%22%3A%200,%20%22tag%22%3A%20%22user%22%7D&reco_request_id=17009259909923tM1u&tag=user",69,11红神宠特技x1,,2023-11-26 11:51,大唐官府,28630,16269,12361,6886,无,无,桃白白＾,剑侠客,"6","122,689",54,3424,1864,386,705,690,785,188,1732,1%,0%,0%,0%,13,1400,0,15,31,0,12,体质：69魔力：69力量：466耐力：69敏捷：71,孙悟空（天地）、惠岸行者（天地）、唐僧（天地）、汤圆（天地）、李天王（天地）、观音菩萨（天）、百花羞（天）、铁扇公主（天）、太白金星（天）、小白龙（天）、星宿神君（天）、大当家（天）、西海龙王,634,梦幻迷城·新秀二级、竞技场·小试牛刀、威虎校尉、剑会群雄·敬重、剑会群雄·精英一级、剑会群雄·小试牛刀、渔家乐·在水一方、竞技场·十胜、剑会群雄·十胜、精灵小助手·窥径、明日之星、日诵五车
"https://my.cbg.163.com/cgi/mweb/equip/303/202311201101716-303-XMKVVCDCAJWV?view_loc=search_cond%7Ctag_key%3A%7B%22is_from_ad_reco%22%3A%200,%20%22tag%22%3A%20%22user%22%7D&reco_request_id=17009259909923tM1u&tag=user",69,神兽x110红神宠特技x1逆满法宝x1满阶门派法宝满级阵法x1,,2023-11-26 11:51,花果山,37989,20001,17988,7960,狮驼岭,虎头怪,放荡不羁,龙太子,"3","1,710,197",54,3467,1969,422,768,714,928,179,1877,0%,1%,0%,0%,18,1380,0,19,0,0,10,体质：70魔力：70力量：465耐力：70敏捷：69,孙悟空（⭐ ）、李天王（⭐ ）、猪八戒（天地）、铁扇公主（天地）、唐僧（天地）、西海龙王（天地）、汤圆（天地）、沙和尚（天地）、牛魔王（天地）、百花羞（天地）、惠岸行者（天地）、太白金星（天地）、小白龙（天地）、老鼠精（天地）、红孩儿（天地）、观音菩萨（天）、星宿神君,1024,江湖小虾、竞技场·百胜、剑会群雄·勇者四级、竞技场·百战、倚马七纸、剑会群雄·助人为乐、六星地煞·移山覆海、竞技场·助人为乐、精灵小助手·小成、梦幻迷城·新秀二级、剑会群雄·百胜、剑会群雄·嗜血、为人师表、竞技场·嗜血、剑会群雄·慈悲为怀、剑会群雄·惊奇、福地戍卫
"https://my.cbg.163.com/cgi/mweb/equip/303/202311201101716-303-LNAD724KPBI2?view_loc=search_cond%7Ctag_key%3A%7B%22is_from_ad_reco%22%3A%200,%20%22tag%22%3A%20%22user%22%7D&reco_request_id=17009259909923tM1u&tag=user",69,神兽x18红神宠特技x1,,2023-11-26 11:34,月宫,32565,16937,15628,7197,无,无,巴西琉斯,龙太子,"0","27,629",29,3025,1760,440,714,790,792,194,2121,1%,0%,0%,0%,1396,1386,37,0,17,0,9,体质：70魔力：72力量：437耐力：70敏捷：70,孙悟空（⭐ ）、红孩儿（⭐ ）、唐僧（⭐ ）、菩提老祖（天地）、阎罗王（天）、北海龙子（天）、汤圆（天）、孙婆婆（天）、星宿神君（天）、老鼠精（天）、白无常（天）、李天王（天）、铁扇公主（天）、金箍棒灵（天）、百花羞（天）、惠岸行者（天）、玉兔精、西海龙王、酒肉和尚,785,地煞·御风神行、太阴清客、江湖小虾、竞技场·百胜、竞技场·小试牛刀、剑会群雄·救死扶伤、渔家乐·在水一方、竞技场·百战、剑会群雄·勇者一级、剑会群雄·钦佩、剑会群雄·助人为乐、竞技场·助人为乐、西江月·无名渔夫、剑会群雄·百胜、为人师表、梦幻迷城·勇者一级、剑会群雄·小试牛刀、六韬三略、精灵小助手·窥径
"https://my.cbg.163.com/cgi/mweb/equip/199/202311201101716-199-UGSSIHBLJU33?view_loc=search_cond%7Ctag_key%3A%7B%22is_from_ad_reco%22%3A%200,%20%22tag%22%3A%20%22user%22%7D&reco_request_id=17009259909923tM1u&tag=user",69,9红神宠特技x1满级阵法x3,,2023-11-26 11:34,月宫,31922,18155,13767,6947,大唐官府,漠少君，剑侠客,港城华仔、,龙太子,"14","1,056,083",45,3073,1774,393,789,827,804,199,1885,0%,0%,0%,0%,1390,1387,18,0,0,0,18,体质：69魔力：70力量：448耐力：77敏捷：71,阎罗王（天地）、孙悟空（天地）、汤圆（天地）、孙婆婆（天地）、老鼠精（天地）、红孩儿（天地）、观音菩萨（天地）、蝎子精（天地）、铁扇公主（天地）、唐僧（天地）、菩提老祖（天地）、惠岸行者（天地）、飞霞（天地）、大鹏王（天地）、青狮王（天）、北海龙子（天）、玉兔精（天）、黄袍怪（天）、嫦娥（天）、法明长老（天）、小白龙（天）、星宿神君（天）、杨戬（天）、李天王（天）、猪八戒（天）、北海龙女（天）、百花羞（天）、牛魔王（天）、北海龙王（天）、太白金星（天）、黄眉（天）、空度禅师（天）、白象王（天）、西海龙王,888,地煞·御风神行、太阴清客、武林高手、剑会群雄·显赫、剑会群雄·勇者一级、为人师表、剑会群雄·嗜血、竞技场·嗜血、六韬三略、精灵小助手·窥径、竞技场·百胜、剑会群雄·救死扶伤、竞技场·百战、剑会群雄·助人为乐、竞技场·助人为乐、剑会群雄·百胜、梦幻迷城·先锋一级
"https://my.cbg.163.com/cgi/mweb/equip/47/202311201101716-47-QEXAKCAPUAC51?view_loc=search_cond%7Ctag_key%3A%7B%22is_from_ad_reco%22%3A%200,%20%22tag%22%3A%20%22user%22%7D&reco_request_id=17009259909923tM1u&tag=user",69,8红神宠特技x1满级阵法x3,,2023-11-26 11:32,狮驼岭,31267,17950,13317,7237,龙宫，月宫，狮驼岭，阴曹地府,龙太子，杀破狼，虎头怪,う超能爆·,虎头怪,"5","156,820",54,3989,1888,395,715,686,847,187,1880,1%,0%,0%,0%,13,1386,19,16,0,0,0,体质：69魔力：69力量：468耐力：69敏捷：69,孙悟空（⭐ ）、青狮王（⭐ ）、李天王（⭐ ）、九灵元圣（⭐ ）、酒肉和尚（⭐ ）、白象王（⭐ ）、大鹏王（⭐ ）、西海龙王（天地）、汤圆（天地）、法明长老（天地）、孙婆婆（天地）、小白龙（天地）、老鼠精（天地）、红孩儿（天地）、观音菩萨（天地）、铁扇公主（天地）、蝎子精（天地）、猪八戒（天地）、唐僧（天地）、菩提老祖（天地）、牛魔王（天地）、惠岸行者（天地）、黄眉（天地）、阎罗王（天）、北海龙子（天）、星宿神君（天）、北海龙女（天）、百花羞（天）、飞霞（天）、空度禅师（天）,1146,渔家乐·在水一方、剑会群雄·显赫、百兽统领、剑会群雄·勇者一级、剑会群雄·嗜血、竞技场·嗜血、渔家傲·愿者上钩、精灵小助手·窥径、凌波曲·独钓寒江、竞技场·百胜、剑会群雄·救死扶伤、考古者·古迹烟尘、竞技场·百战、桃李天下、倚马七纸、明日之星、剑会群雄·助人为乐、竞技场·助人为乐、梦幻迷城·新秀二级、剑会群雄·百胜、定风波·河豚克星、八星地煞·承星载物
"https://my.cbg.163.com/cgi/mweb/equip/2/202311201101716-2-KI8RSZEWHK7IMH?view_loc=search_cond%7Ctag_key%3A%7B%22is_from_ad_reco%22%3A%200,%20%22tag%22%3A%20%22user%22%7D&reco_request_id=17009259909923tM1u&tag=user",69,8红神宠,,2023-11-26 11:18,花果山,27688,15741,11947,7047,龙宫,无,腾云驾雾般美,龙太子,"0","9,150,478",48,3472,1767,384,695,708,905,201,1777,0%,0%,0%,0%,0,1389,33,32,0,0,0,体质：79魔力：74力量：427耐力：76敏捷：82,百花羞（天地）、铁扇公主（天地）、孙悟空（天地）、唐僧（天地）、菩提老祖（天地）、西海龙王（天地）、红孩儿（天地）、大鹏王（天地）、星宿神君（天）,604,地煞·御风神行、竞技场·百胜、竞技场·小试牛刀、竞技场·百战、剑会群雄·新秀二级、剑会群雄·十胜、伏妖行者、梦幻迷城·新秀二级、剑会群雄·敬重、精灵小助手·窥径、日诵五车、循循善诱
"https://my.cbg.163.com/cgi/mweb/equip/230/202311201101716-230-NO0KELX9ASXY?view_loc=search_cond%7Ctag_key%3A%7B%22is_from_ad_reco%22%3A%200,%20%22tag%22%3A%20%22user%22%7D&reco_request_id=17009259909923tM1u&tag=user",69,特技x1逆满法宝x2满级阵法x1,,2023-11-26 11:18,花果山,35679,20197,15482,7850,月宫，大唐官府，花果山,龙太子，剑侠客,陆小果ι,龙太子,"3","99,595",54,3827,1905,427,732,775,937,180,1956,1%,0%,0%,0%,0,1386,0,0,29,0,28,体质：71魔力：69力量：466耐力：69敏捷：69,唐僧（⭐ ⭐ ⭐ ）、北海龙子（⭐ ）、红孩儿（⭐ ）、李天王（⭐ ）、大鹏王（⭐ ）、阎罗王（天地）、青狮王（天地）、孙悟空（天地）、万圣公主（天地）、汤圆（天地）、哪吒（天地）、法明长老（天地）、青莲仙女（天地）、小白龙（天地）、老鼠精（天地）、观音菩萨（天地）、九头虫（天地）、蝎子精（天地）、铁扇公主（天地）、猪八戒（天地）、九灵元圣（天地）、菩提老祖（天地）、沙和尚（天地）、牛魔王（天地）、惠岸行者（天地）、北海龙王（天地）、太白金星（天地）、飞霞（天地）、酒肉和尚（天地）、玉兔精（天）、黄袍怪（天）、西海龙王（天）、嫦娥（天）、银角大王（天）、孙婆婆（天）、司药御侍（天）、星宿神君（天）、杨戬（天）、白无常（天）、大当家（天）、黑无常（天）、北海龙女（天）、百花羞（天）、金角大王（天）、地藏菩萨（天）、白象王（天）,1062,竞技场·救死扶伤、剑会群雄·封印有术、竞技场·百胜、剑会群雄·救死扶伤、渔家乐·在水一方、竞技场·百战、剑会群雄·显赫、倚马七纸、剑会群雄·勇者一级、明日之星、剑会群雄·助人为乐、伏妖行者、梦幻迷城·精英二级、六星地煞·移山覆海、竞技场·助人为乐、剑会群雄·百胜、剑会群雄·嗜血、竞技场·嗜血、如鱼水·浪里白条、精灵小助手·窥径、循循善诱
"https://my.cbg.163.com/cgi/mweb/equip/81/202311201101716-81-IBKLN2HNJCKA4?view_loc=search_cond%7Ctag_key%3A%7B%22is_from_ad_reco%22%3A%200,%20%22tag%22%3A%20%22user%22%7D&reco_request_id=17009259909923tM1u&tag=user",69,9红神宠,,2023-11-26 11:18,花果山,35106,19949,15157,7161,大唐官府，月宫,剑侠客,三环飙车王,羽灵神,"2","123,565",54,3363,1857,377,713,705,826,144,1686,0%,0%,0%,0%,10,1380,37,19,0,0,9,体质：69魔力：69力量：459耐力：69敏捷：78,西海龙王、百花羞、星宿神君、惠岸行者、红孩儿,638,竞技场·小试牛刀、武林高手、地煞·履水吐焰、梦幻迷城·先锋二级、竞技场·十胜、精灵小助手·窥径、剑会群雄·十胜、剑会群雄·精英二级、剑会群雄·助人为乐、伏妖行者、剑会群雄·扬名、剑会群雄·小试牛刀、日诵五车
"https://my.cbg.163.com/cgi/mweb/equip/10/202311201101716-10-S4CD6STNIEJ9S?view_loc=search_cond%7Ctag_key%3A%7B%22is_from_ad_reco%22%3A%200,%20%22tag%22%3A%20%22user%22%7D&reco_request_id=17009259909923tM1u&tag=user",69,特技x1满阶门派法宝满级阵法x1,,2023-11-26 23:15,月宫,28703,18144,10559,7293,小雷音,杀破狼,丶十安,龙太子,"42","33,528",54,3265,1889,406,769,801,843,193,1983,0%,0%,0%,0%,1380,1395,17,0,0,0,0,体质：69魔力：69力量：468耐力：69敏捷：69,牛魔王（⭐ ⭐ ⭐ ）、李天王（⭐ ）、唐僧（⭐ ）、孙悟空（天地）、汤圆（天地）、法明长老（天地）、孙婆婆（天地）、红孩儿（天地）、观音菩萨（天地）、猪八戒（天地）、菩提老祖（天地）、惠岸行者（天地）、大鹏王（天地）、阎罗王（天）、青狮王（天）、北海龙子（天）、玉兔精（天）、西海龙王（天）、黄袍怪（天）、嫦娥（天）、银角大王（天）、司药御侍（天）、小白龙（天）、星宿神君（天）、老鼠精（天）、白无常（天）、大当家（天）、蝎子精（天）、铁扇公主（天）、九灵元圣（天）、黑无常（天）、沙和尚（天）、百花羞（天）、北海龙王（天）、太白金星（天）、空度禅师（天）、酒肉和尚（天）,749,地煞·御风神行、江湖小虾、竞技场·百胜、剑会群雄·救死扶伤、竞技场·小试牛刀、蟾宫灵童、竞技场·百战、剑会群雄·显赫、剑会群雄·精英三级、剑会群雄·助人为乐、梦幻迷城·新秀二级、剑会群雄·百胜、剑会群雄·嗜血、为人师表、六韬三略、精灵小助手·窥径
"https://my.cbg.163.com/cgi/mweb/equip/208/202311201101716-208-PYGPXM0OKUWX?view_loc=search_cond%7Ctag_key%3A%7B%22is_from_ad_reco%22%3A%200,%20%22tag%22%3A%20%22user%22%7D&reco_request_id=17009259909923tM1u&tag=user",69,神兽x18红神宠满级阵法x1,,2023-11-26 11:05,花果山,32213,18368,13845,7561,月宫，大唐官府，方寸山，花果山,龙太子，剑侠客,清風揽月＂,龙太子,"1","46,696",53,3593,1867,397,677,731,898,153,1878,1%,0%,0%,0%,0,1398,18,0,16,0,10,体质：70魔力：71力量：462耐力：70敏捷：70,黄袍怪（⭐ ⭐ ）、孙悟空（⭐ ）、北海龙子（⭐ ）、蝎子精（⭐ ）、北海龙女（⭐ ）、百花羞（⭐ ）、阎罗王（天地）、九灵元圣（天地）、北海龙王（天地）、惠岸行者（天地）、飞霞（天地）、大鹏王（天地）、万圣公主（天）、西海龙王（天）、汤圆（天）、嫦娥（天）、孙婆婆（天）、司药御侍（天）、小白龙（天）、星宿神君（天）、老鼠精（天）、杨戬（天）、红孩儿（天）、大当家（天）、李天王（天）、铁扇公主（天）、猪八戒（天）、唐僧（天）,942,江湖小虾、剑会群雄·封印有术、竞技场·百胜、剑会群雄·救死扶伤、竞技场·小试牛刀、竞技场·封印有术、竞技场·百战、倚马七纸、剑会群雄·勇者一级、剑会群雄·助人为乐、剑会群雄·崇拜、伏妖行者、梦幻迷城·新秀二级、竞技场·助人为乐、西江月·无名渔夫、剑会群雄·百胜、地煞·履水吐焰、为人师表、剑会群雄·小试牛刀、精灵小助手·窥径
"https://my.cbg.163.com/cgi/mweb/equip/250/202311201001716-250-WBZXVTRWFQN5?view_loc=search_cond%7Ctag_key%3A%7B%22is_from_ad_reco%22%3A%200,%20%22tag%22%3A%20%22user%22%7D&reco_request_id=1700925991762veVLP&tag=user",69,特技x2,,2023-11-26 10:57,月宫,29930,17494,12436,7016,大唐官府,漠少君,∝在家手揣兜,龙太子,"11","34,146",48,3267,1824,411,721,780,820,162,1555,0%,0%,0%,0%,1390,1387,15,15,0,0,20,体质：70魔力：69力量：450耐力：69敏捷：80,孙悟空（天地）、西海龙王（天）、汤圆（天）、星宿神君（天）、红孩儿（天）、李天王（天）、铁扇公主（天）、唐僧（天）、牛魔王（天）、惠岸行者（天）、飞霞（天）、大鹏王（天）、百花羞,864,地煞·御风神行、太阴清客、剑会群雄·救死扶伤、考古者·古迹烟尘、竞技场·小试牛刀、竞技场·百战、剑会群雄·勇者一级、明日之星、剑会群雄·助人为乐、剑会群雄·钦佩、梦幻迷城·新秀三级、剑会群雄·百胜、为人师表、剑会群雄·小试牛刀、六韬三略、竞技场·十胜、精灵小助手·窥径
"https://my.cbg.163.com/cgi/mweb/equip/51/202311201001716-51-B39UARSLAAMDN?view_loc=search_cond%7Ctag_key%3A%7B%22is_from_ad_reco%22%3A%200,%20%22tag%22%3A%20%22user%22%7D&reco_request_id=1700925991762veVLP&tag=user",69,       门派排名第12名     9红神宠特技x1满阶门派法宝满级阵法x2,,2023-11-26 10:56,大唐官府,38168,19485,18683,7463,大唐官府，月宫,剑侠客，龙太子,一期一回,越星河,"12","579,155",48,3945,1868,395,652,858,848,167,1909,1%,0%,0%,0%,0,1400,16,18,16,0,9,体质：69魔力：69力量：462耐力：69敏捷：69,孙悟空（⭐ ⭐ ⭐ ）、青狮王（⭐ ⭐ ⭐ ）、李天王（⭐ ⭐ ⭐ ）、九灵元圣（⭐ ⭐ ⭐ ）、大鹏王（⭐ ⭐ ⭐ ）、酒肉和尚（⭐ ⭐ ）、阎罗王（天地）、杏林仙（天地）、万圣公主（天地）、北海龙子（天地）、玉兔精（天地）、西海龙王（天地）、黄袍怪（天地）、嫦娥（天地）、汤圆（天地）、法明长老（天地）、哪吒（天地）、银角大王（天地）、青莲仙女（天地）、情丝娘子（天地）、镇元子（天地）、孙婆婆（天地）、司药御侍（天地）、小白龙（天地）、星宿神君（天地）、老鼠精（天地）、杨戬（天地）、白无常（天地）、红孩儿（天地）、大当家（天地）、九头虫（天地）、观音菩萨（天地）、蝎子精（天地）、猪八戒（天地）、铁扇公主（天地）、唐僧（天地）、菩提老祖（天地）、黑无常（天地）、金箍棒灵（天地）、北海龙女（天地）、沙和尚（天地）、百花羞（天地）、牛魔王（天地）、金角大王（天地）、北海龙王（天地）、惠岸行者（天地）、太白金星（天地）、地藏菩萨（天地）、空度禅师（天地）、飞霞（天地）、黄眉（天地）、玉面狐狸（天地）、白象王（天地）,1000,竞技场·千战、竞技场·助人为乐、梦幻迷城·新秀二级、渔歌子·海天阔处、地煞·履水吐焰、江湖小虾、剑会群雄·百胜、竞技场·百胜、剑会群雄·嗜血、剑会群雄·救死扶伤、竞技场·嗜血、威虎校尉、渔家乐·在水一方、剑会群雄·精英一级、蓬莱·听书独爱、梦幻卡牌·登堂入室、剑会群雄·显赫、倚马七纸、剑会群雄·助人为乐、精灵小助手·窥径
"https://my.cbg.163.com/cgi/mweb/equip/10/202311201001716-10-GGOZYZZYIVSMP?view_loc=search_cond%7Ctag_key%3A%7B%22is_from_ad_reco%22%3A%200,%20%22tag%22%3A%20%22user%22%7D&reco_request_id=1700925991762veVLP&tag=user",69,9红神宠特技x1满级阵法x1,,2023-11-26 10:55,花果山,33218,18034,15184,7026,狮驼岭，方寸山，大唐官府，花果山，月宫，阴曹地府,杀破狼，剑侠客，龙太子，虎头怪,九命°,龙太子,"0","46,228",54,3616,1830,398,730,748,776,141,1895,2%,0%,0%,0%,6,1387,0,0,16,0,0,体质：82魔力：71力量：435耐力：80敏捷：76,铁扇公主（⭐ ⭐ ）、酒肉和尚（⭐ ）、阎罗王（天地）、孙悟空（天地）、汤圆（天地）、红孩儿（天地）、李天王（天地）、唐僧（天地）、菩提老祖（天地）、牛魔王（天地）、惠岸行者（天地）、万圣公主（天）、西海龙王（天）、青莲仙女（天）、小白龙（天）、星宿神君（天）、老鼠精（天）、观音菩萨（天）、蝎子精（天）、猪八戒（天）、九灵元圣（天）、百花羞（天）、太白金星（天）、玉面狐狸（天）、大鹏王（天）,750,地煞·御风神行、剑会群雄·勇者二级、剑会群雄·崇拜、为人师表、竞技场·嗜血、六韬三略、精灵小助手·窥径、竞技场·百胜、剑会群雄·救死扶伤、竞技场·百战、明日之星、剑会群雄·助人为乐、伏妖行者、竞技场·助人为乐、梦幻迷城·新秀二级、剑会群雄·百胜、剑会群雄·小试牛刀
